UnitItemID,UnitItemTitle,Discriminator,FeedbackDate,ItemClusterID,Tags,UnitID,UnitNum,dueDate,CourseID,EnrollmentID,ProfileID,QuestionID,RightAnswer_Content,QuestionType,FeedbackType,QuestionNum,ScoreType,Content,NumberOfTry,SubmissionDate,SubmittedOutsideDeadline,StudentAnswerID,FinalCalculatedAnswer,CodeExpression,StudentNetID,IsCorrect,SecondsBeforeDueDate,IsFinal
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,95476,34,1467511,100,freeresponse,immediate,1,,66,1,3/3/2021 8:16:34 PM,False,33668696,66,,tstelzer,False,-540994,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96279,35558,1467511,100,freeresponse,immediate,1,,70,1,4/21/2021 6:50:12 PM,True,35329696,70,,tacik2,False,-4769412,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96279,35558,1467512,1,radio,immediate,2,survey,3,1,4/21/2021 6:50:18 PM,True,35329699,3,,tacik2,True,-4769418,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96280,35559,1467511,100,freeresponse,immediate,1,,60,1,2/25/2021 4:56:27 AM,False,33380549,100,,shikhaa3,False,32613,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96280,35559,1467511,100,freeresponse,immediate,1,,100,2,2/25/2021 4:56:33 AM,False,33380555,100,,shikhaa3,True,32607,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96280,35559,1467512,1,radio,immediate,2,survey,4,1,2/25/2021 4:56:39 AM,False,33380561,4,,shikhaa3,True,32601,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96281,35560,1467511,100,freeresponse,immediate,1,,82,1,2/25/2021 12:00:51 AM,False,33369304,100,,miriama2,False,50349,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96281,35560,1467511,100,freeresponse,immediate,1,,100,2,2/25/2021 12:01:10 AM,False,33369308,100,,miriama2,True,50330,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96281,35560,1467512,1,radio,immediate,2,survey,4,1,2/25/2021 12:01:26 AM,False,33369313,4,,miriama2,True,50314,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96282,35561,1467511,100,freeresponse,immediate,1,,100,1,2/23/2021 1:43:36 PM,False,33326809,100,,alfaraj3,True,173784,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96282,35561,1467512,1,radio,immediate,2,survey,5,1,2/23/2021 1:43:43 PM,False,33326815,5,,alfaraj3,True,173777,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96283,35562,1467511,100,freeresponse,immediate,1,,80,1,2/25/2021 6:41:34 AM,False,33385951,100,,narenka2,False,26306,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96283,35562,1467511,100,freeresponse,immediate,1,,100,2,2/25/2021 6:41:41 AM,False,33385954,100,,narenka2,True,26299,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96283,35562,1467512,1,radio,immediate,2,survey,5,1,2/25/2021 6:41:24 AM,False,33385944,4,,narenka2,True,26316,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96283,35562,1467512,1,radio,immediate,2,survey,4,2,2/25/2021 6:41:30 AM,False,33385950,4,,narenka2,True,26310,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96284,35563,1467511,100,freeresponse,immediate,1,,90,1,2/25/2021 7:40:40 AM,False,33388141,100,,naluru2,False,22760,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96284,35563,1467511,100,freeresponse,immediate,1,,100,2,2/25/2021 7:40:45 AM,False,33388143,100,,naluru2,True,22755,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96284,35563,1467512,1,radio,immediate,2,survey,5,1,2/25/2021 7:40:54 AM,False,33388150,5,,naluru2,True,22746,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96285,34440,1467511,100,freeresponse,immediate,1,,100,1,2/25/2021 7:01:40 AM,False,33386706,100,,gangulo2,True,25100,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96285,34440,1467512,1,radio,immediate,2,survey,2,1,2/25/2021 7:01:44 AM,False,33386707,2,,gangulo2,True,25096,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96286,35564,1467511,100,freeresponse,immediate,1,,100,1,2/18/2021 6:02:49 PM,False,33081239,100,,cbaabf2,True,590231,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96286,35564,1467512,1,radio,immediate,2,survey,5,1,2/18/2021 6:02:54 PM,False,33081242,5,,cbaabf2,True,590226,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96287,35484,1467511,100,freeresponse,immediate,1,,85,1,2/25/2021 5:01:08 AM,False,33380780,100,,hbadri2,False,32332,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96287,35484,1467511,100,freeresponse,immediate,1,,100,2,2/25/2021 5:01:20 AM,False,33380798,100,,hbadri2,True,32320,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96287,35484,1467512,1,radio,immediate,2,survey,5,1,2/25/2021 5:01:12 AM,False,33380789,5,,hbadri2,True,32328,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96288,35565,1467511,100,freeresponse,immediate,1,,90,1,2/25/2021 8:21:42 AM,False,33389385,100,,baisden2,False,20298,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96288,35565,1467511,100,freeresponse,immediate,1,,100,2,2/25/2021 8:21:56 AM,False,33389402,100,,baisden2,True,20284,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96288,35565,1467512,1,radio,immediate,2,survey,5,1,2/25/2021 8:22:05 AM,False,33389414,5,,baisden2,True,20275,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96289,34597,1467511,100,freeresponse,immediate,1,,60,1,2/24/2021 11:29:40 PM,False,33368629,100,,rban2,False,52220,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96289,34597,1467511,100,freeresponse,immediate,1,,100,2,2/24/2021 11:30:05 PM,False,33368640,100,,rban2,True,52195,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96289,34597,1467512,1,radio,immediate,2,survey,4,1,2/24/2021 11:29:51 PM,False,33368635,4,,rban2,True,52209,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96290,29667,1467511,100,freeresponse,immediate,1,,90,1,2/25/2021 2:03:34 AM,False,33372606,90,,erecksb2,False,42986,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96290,29667,1467511,100,freeresponse,immediate,1,,80,2,2/25/2021 2:03:48 AM,False,33372615,90,,erecksb2,False,42972,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96290,29667,1467511,100,freeresponse,immediate,1,,90,3,2/25/2021 2:03:51 AM,False,33372617,90,,erecksb2,False,42969,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96290,29667,1467512,1,radio,immediate,2,survey,4,1,2/25/2021 2:04:05 AM,False,33372622,4,,erecksb2,True,42955,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96291,35566,1467511,100,freeresponse,immediate,1,,90,1,2/25/2021 4:54:09 AM,False,33380424,100,,henrynb2,False,32751,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96291,35566,1467511,100,freeresponse,immediate,1,,100,2,2/25/2021 4:54:17 AM,False,33380430,100,,henrynb2,True,32743,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96291,35566,1467512,1,radio,immediate,2,survey,3,1,2/25/2021 4:54:33 AM,False,33380445,3,,henrynb2,True,32727,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96292,35567,1467511,100,freeresponse,immediate,1,,100,1,2/25/2021 2:11:38 AM,False,33372889,100,,cbeaver2,True,42502,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96292,35567,1467512,1,radio,immediate,2,survey,5,1,2/25/2021 2:11:45 AM,False,33372902,5,,cbeaver2,True,42495,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96293,35442,1467511,100,freeresponse,immediate,1,,80,1,2/25/2021 5:35:19 AM,False,33382557,100,,leb6,False,30281,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96293,35442,1467511,100,freeresponse,immediate,1,,100,2,2/25/2021 5:35:24 AM,False,33382562,100,,leb6,True,30276,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96293,35442,1467512,1,radio,immediate,2,survey,5,1,2/25/2021 5:34:50 AM,False,33382532,5,,leb6,True,30310,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96294,35568,1467511,100,freeresponse,immediate,1,,100,1,2/24/2021 3:37:46 PM,False,33358539,100,,mbhang2,True,80534,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96294,35568,1467512,1,radio,immediate,2,survey,5,1,2/24/2021 3:37:43 PM,False,33358538,5,,mbhang2,True,80537,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96295,35569,1467511,100,freeresponse,immediate,1,,100,2,2/24/2021 6:02:01 AM,False,33354507,100,,kb20,True,115079,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96295,35569,1467511,100,freeresponse,immediate,1,,85,1,2/24/2021 6:01:32 AM,False,33354500,100,,kb20,False,115108,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96295,35569,1467512,1,radio,immediate,2,survey,5,1,2/24/2021 6:01:54 AM,False,33354505,5,,kb20,True,115086,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96296,35570,1467511,100,freeresponse,immediate,1,,100,1,2/24/2021 5:07:11 PM,False,33359734,100,,lboelke2,True,75169,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96296,35570,1467512,1,radio,immediate,2,survey,5,1,2/24/2021 5:07:16 PM,False,33359736,5,,lboelke2,True,75164,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96297,33993,1467511,100,freeresponse,immediate,1,,80,1,2/25/2021 12:10:57 AM,False,33369549,100,,hboesch2,False,49743,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96297,33993,1467511,100,freeresponse,immediate,1,,100,2,2/25/2021 12:11:01 AM,False,33369552,100,,hboesch2,True,49739,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96297,33993,1467511,100,freeresponse,immediate,1,,0,3,2/25/2021 12:11:08 AM,False,33369556,100,,hboesch2,False,49732,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96297,33993,1467511,100,freeresponse,immediate,1,,100,4,2/25/2021 12:11:12 AM,False,33369560,100,,hboesch2,True,49728,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96297,33993,1467512,1,radio,immediate,2,survey,5,1,2/25/2021 12:11:16 AM,False,33369565,5,,hboesch2,True,49724,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96298,35425,1467511,100,freeresponse,immediate,1,,85,1,2/25/2021 4:47:21 AM,False,33380018,85,,zpburke2,False,33159,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96298,35425,1467512,1,radio,immediate,2,survey,5,1,2/25/2021 4:47:25 AM,False,33380021,5,,zpburke2,True,33155,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96299,35433,1467511,100,freeresponse,immediate,1,,95,1,2/25/2021 7:13:55 AM,False,33387166,100,,ambuss2,False,24365,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96299,35433,1467511,100,freeresponse,immediate,1,,100,2,2/25/2021 7:13:59 AM,False,33387171,100,,ambuss2,True,24361,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96299,35433,1467512,1,radio,immediate,2,survey,5,1,2/25/2021 7:15:10 AM,False,33387196,5,,ambuss2,True,24290,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96300,33648,1467511,100,freeresponse,immediate,1,,75,1,2/23/2021 4:27:07 AM,False,33273273,75,,janieeb2,False,207173,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96300,33648,1467512,1,radio,immediate,2,survey,4,1,2/23/2021 4:27:14 AM,False,33273280,4,,janieeb2,True,207166,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96301,35420,1467511,100,freeresponse,immediate,1,,85,1,2/24/2021 5:48:54 PM,False,33360382,85,,cindy3,False,72666,False
